itemid,itemtype,msg,target,competitor,distractor,trialid,targetpos,layout,prob_target,prob_competitor,prob_distr,speaker,participant_id,condition
20,filler type a,tr,tr_gr,sq_gr,ci_bl,1,1,"tr_gr,sq_gr,ci_bl; ",51,37,12,child,182,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,14,3,"ci_bl,sq_gr,tr_gr; ",100,0,0,child,185,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,12,3,"ci_bl,sq_gr,tr_gr; ",100,0,0,child,98,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,6,2,"sq_gr,tr_gr,ci_bl; ",100,0,0,child,157,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,14,1,"tr_gr,ci_bl,sq_gr; ",100,0,0,child,173,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,13,3,"sq_gr,ci_bl,tr_gr; ",100,0,0,child,110,filler unambiguous
20,filler type a,tr,tr_gr,sq_gr,ci_bl,0,2,"ci_bl,tr_gr,sq_gr; ",100,0,0,child,167,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,21,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,114,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,118,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,7,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,93,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,90,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,13,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,125,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,3,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,158,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,174,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,13,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,138,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,22,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,175,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,17,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,94,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,0,3,"tr_bl,tr_gr,ci_re; ",75,14,11,child,168,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,95,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,130,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,180,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,14,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,119,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,12,2,"tr_gr,ci_re,tr_bl; ",81,0,19,child,99,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,16,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,169,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,1,"ci_re,tr_gr,tr_bl; ",94,2,4,child,122,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,17,3,"tr_gr,tr_bl,ci_re; ",83,8,9,child,139,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,1,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,140,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,21,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,150,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,23,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,159,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,12,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,100,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,10,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,111,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,17,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,101,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,3,1,"ci_re,tr_bl,tr_gr; ",62,21,17,child,176,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,170,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,141,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,96,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,1,"ci_re,tr_gr,tr_bl; ",54,21,25,child,112,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,102,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,135,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,7,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,115,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,2,"tr_gr,ci_re,tr_bl; ",81,7,12,child,136,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,20,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,131,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,123,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,10,3,"tr_gr,tr_bl,ci_re; ",90,5,5,child,106,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,2,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,137,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,20,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,164,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,13,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,151,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,18,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,103,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,126,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,5,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,181,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,14,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,142,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,1,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,104,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,21,1,"ci_re,tr_gr,tr_bl; ",90,5,5,child,165,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,18,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,166,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,16,2,"tr_bl,ci_re,tr_gr; ",41,17,42,child,145,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,22,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,97,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,10,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,160,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,16,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,105,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,12,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,107,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,17,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,177,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,23,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,91,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,18,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,161,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,2,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,113,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,152,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,6,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,171,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,16,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,116,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,162,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,127,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,12,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,124,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,128,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,18,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,143,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,22,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,178,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,8,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,146,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,153,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,15,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,172,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,1,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,120,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,4,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,108,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,8,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,147,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,5,1,"ci_re,tr_bl,tr_gr; ",100,0,0,child,92,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,2,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,117,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,21,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,163,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,10,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,154,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,13,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,186,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,1,"ci_re,tr_gr,tr_bl; ",100,0,0,child,121,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,16,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,179,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,13,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,148,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,22,1,"ci_re,tr_gr,tr_bl; ",53,32,15,child,149,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,184,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,5,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,109,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,155,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,3,"tr_gr,tr_bl,ci_re; ",100,0,0,child,129,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,1,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,132,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,8,1,"ci_re,tr_bl,tr_gr; ",71,23,6,child,133,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,183,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,19,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,144,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,9,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,134,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,8,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,156,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,20,2,"tr_bl,ci_re,tr_gr; ",86,7,7,child,182,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,2,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,185,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,7,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,98,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,22,3,"tr_bl,tr_gr,ci_re; ",100,0,0,child,157,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,23,2,"tr_bl,ci_re,tr_gr; ",100,0,0,child,173,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,11,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,110,filler unambiguous
21,filler type b,re,ci_re,tr_bl,tr_gr,12,2,"tr_gr,ci_re,tr_bl; ",100,0,0,child,167,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,8,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,114,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,23,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,118,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,93,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,23,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,90,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,125,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,22,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,158,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,174,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,4,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,138,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,175,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,94,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,22,1,"tr_gr,ci_bl,ci_re; ",64,17,19,child,168,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,95,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,130,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,4,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,180,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,119,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,9,3,"ci_bl,ci_re,tr_gr; ",47,15,38,child,99,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,0,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,169,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,122,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,139,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,2,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,140,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,11,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,150,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,159,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,18,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,100,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,3,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,111,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,15,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,101,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,1,"tr_gr,ci_re,ci_bl; ",68,1,31,child,176,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,0,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,170,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,141,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,96,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,1,1,"tr_gr,ci_bl,ci_re; ",60,20,20,child,112,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,11,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,102,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,14,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,135,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,1,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,115,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,10,3,"ci_bl,ci_re,tr_gr; ",62,0,38,child,136,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,18,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,131,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,123,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,3,"ci_bl,ci_re,tr_gr; ",60,20,20,child,106,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,137,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,164,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,2,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,151,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,103,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,22,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,126,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,18,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,181,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,142,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,104,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,2,"ci_bl,tr_gr,ci_re; ",90,5,5,child,165,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,5,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,166,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,22,1,"tr_gr,ci_bl,ci_re; ",81,9,10,child,145,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,97,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,9,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,160,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,105,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,3,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,107,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,177,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,91,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,161,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,113,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,14,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,152,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,0,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,171,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,116,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,4,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,162,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,16,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,127,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,2,"ci_re,tr_gr,ci_bl; ",70,13,17,child,124,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,128,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,143,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,2,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,178,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,22,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,146,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,153,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,0,2,"ci_re,tr_gr,ci_bl; ",32,17,51,child,172,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,120,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,1,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,108,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,147,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,92,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,12,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,117,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,17,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,163,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,1,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,154,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,20,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,186,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,6,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,121,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,179,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,10,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,148,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,19,3,"ci_bl,ci_re,tr_gr; ",71,17,12,child,149,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,17,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,184,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,17,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,109,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,4,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,155,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,9,3,"ci_re,ci_bl,tr_gr; ",100,0,0,child,129,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,18,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,132,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,11,2,"ci_bl,tr_gr,ci_re; ",67,15,18,child,133,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,7,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,183,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,20,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,144,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,13,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,134,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,12,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,156,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,1,"tr_gr,ci_bl,ci_re; ",86,7,7,child,182,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,9,1,"tr_gr,ci_re,ci_bl; ",100,0,0,child,185,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,21,3,"ci_bl,ci_re,tr_gr; ",100,0,0,child,98,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,2,2,"ci_re,tr_gr,ci_bl; ",100,0,0,child,157,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,0,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,173,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,18,2,"ci_bl,tr_gr,ci_re; ",100,0,0,child,110,filler unambiguous
22,filler type b,gr,tr_gr,ci_bl,ci_re,23,1,"tr_gr,ci_bl,ci_re; ",100,0,0,child,167,filler unambiguous
23,filler type b,ci,ci_gr,sq_re,tr_re,14,3,"sq_re,tr_re,ci_gr; ",100,0,0,child,114,filler unambiguous
23,filler type b,ci,ci_gr,sq_re,tr_re,5,2,"tr_re,ci_gr,sq_re; ",100,0,0,child,118,filler unambiguous
